job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
65df7a55f2ef,Handyman,General repairs,44139,2026-04,Replace several vinyl siding panels on garage side | 2 panels and drip edge damaged,950,1700,1325,,I'm flexible
251162b16155,Electrical,Light fixture installation,48182,2026-03,Install supplied ceiling light fixture in ZIP 48182,120,220,170,,Within 1-2 weeks
e420ff479117,Appliance Repair,Appliance Repair,28034,2026-03,Replace or repair two stove/range surface elements,120,260,190,,I'm flexible
fbc2df761a47,Painting,Interior painting,11798,2026-03,Bedroom walls painting project,250,450,350,,Within 1-2 weeks
5f595938b3b9,Pest Control,"Wildlife removal (raccoons, squirrels, etc.)",7874,2026-04,Chimney animal removal plus chimney cap installation | Squirrel stuck in chimney,350,950,650,,As soon as possible
1076c5957d3e,Electrical,Ceiling fan installation,49224,2026-03,Install supplied ceiling fan (single),150,300,225,,Within 1 month
188ee5431101,Plumbing,Toilet repair / installation,30064,2026-04,Install user-supplied tall toilet and replace showerhead | First of all this tool sucks. I made an attempt to answer the question as to will I supply toilet and shower head as not sure yet and it forced me to add an answer that is not true . IT will depend on proce,250,450,350,,Within 1-2 weeks
d8fe6b9b76a0,Handyman,Door repair / installation,65619,2026-04,Install two interior prehung doors (you supply doors) | Install closet door only,420,900,660,,As soon as possible
004c5505872f,Remodeling,Bathroom Remodeling,75201,2026-05,Replace two 4'x4' tiled showers and repair downstairs drywall | 2 showers installed incorrectly and leaking. Ceiling below has water damage and needs to be repaired.,3800,7600,5700,,As soon as possible
2dc585881693,Plumbing,Faucet / fixture installation,63033,2026-05,Install supplied bathroom vanity and sink; connect drain and P‑trap,350,650,500,,I'm flexible
0a729a9062c5,Appliance Repair,Appliance Repair,40258,2026-04,Top-load washer 'dl' code — labor-only diagnostic and repair,90,220,155,,As soon as possible
b3ce9f4027b8,Electrical,Light fixture installation,63366,2026-04,Install supplied surface-mounted shower ceiling light | The light in my shower is not working,100,200,150,,As soon as possible
25a9381b133c,Landscaping,Tree trimming / removal,7070,2025-10,"Remove dead 40-ft pine, stump grind, haul",836.88,1882.99,1359.93,1408.46,
e23257cbba69,HVAC,Heating installation / replacement,33511,2025-12,Install 80k BTU gas furnace,2481.46,4466.63,3474.05,3523.48,
a7c24c0bcfee,Plumbing,Toilet repair / installation,44120,2026-04,Replace Fluidmaster toilet fill valve (you supply valve),100,150,125,,Within 1-2 weeks
356d93f4db4e,Exterior,Deck / fence cleaning and staining,35759,2026-05,Staining exterior deck railings over 100 ft in good condition | You can buy the stain or I will buy the thing whichever is best or you can pick it out and I will pay for it,400,700,550,,Within 1 month
8e026249d6e1,Handyman,Tv Mounting,31535,2026-04,"Mount 66–75"" TV on standard drywall with studs",250,450,350,,As soon as possible
3c2d5b95c74e,Landscaping,Mulching,32750,2025-09,Spread 5 cubic yards of mulch in front beds,152.08,304.16,228.12,237.32,Within 1 month
ec9b8e7a0da6,Electrical,Ceiling fan installation,38018,2026-03,Install ceiling fan to existing fan-rated box | Replacing ceiling fan not sure if it’s the fan itself or electrical issue,120,250,185,,Within 1-2 weeks
526c34f80d9f,Handyman,Handyman,71346,2026-04,Assemble/install owner-supplied 10'x10'–12'x12' metal shed on gravel pad | A mother said I purchased off with Amazon needed installed at my home foundation already set up,650,900,775,,Within 1-2 weeks
0a8c5e4aa487,Handyman,Door repair / installation,93612,2026-04,Repair front exterior door frame and install heavy-duty hinges,400,900,650,,As soon as possible
3522b2bbc051,Landscaping,Tree trimming / removal,32127,2025-09,Trim two 30-ft oaks overhanging roof,273.55,638.28,455.91,383.13,Flexible
b1696e9ea0a5,Handyman,Tv Mounting,75762,2026-03,"Mount 32–49"" TV on wall | I have a new smart TV. I need it installed hook up to my Optimum cable box hook up one power bar and set up apps and connection to view cable channels and streaming I have already signed up to Paramount+ need to make sure that’s working, etc. etc. I’m disabled and cannot do it myself. Please help.",120,225,172.5,,As soon as possible
7207683d060b,Remodeling,Remodeling,63126,2026-03,8–12 ft wide media wall build with carpentry and drywall | I will need a TV mount and media wall. I have a good idea of what I want.,1800,3500,2650,,Within 1 month
baf61a035cd0,Handyman,Handyman,2816,2026-04,Lift dryer onto washer using supplied stacking kit | I need to have my dryer lifted onto washer,80,150,115,,As soon as possible
2740f81654ac,Handyman,Handyman,48840,2026-04,"Multiple small handyman tasks at single house (7+ items), easy access | There is no rush but I just want to get started before summer.",950,1900,1425,,I'm flexible
95af88b45680,Painting,Interior painting,21207,2026-04,Paint 4 exterior vinyl window shutters (materials supplied),80,160,120,,As soon as possible
42b1b4115810,Moving,Residential Moving,32258,2025-12,Move large safe from garage to 2nd floor,224.88,562.21,393.55,403.37,Within 2 weeks
27eee8b40fb9,Painting,Interior painting,56073,2026-04,"Paint wood front door and immediate entry trim | I need the trim on my front door painted. The trim is 20"" on each side of the door and has three windows on each side,",120,260,190,,Within 1 month
6fe79ab1802c,Electrical,Outlet / switch installation,3102,2026-03,Replace one standard electrical outlet (you supply device) | Need gfci outlets installed. Have old outlets out.,90,140,115,,As soon as possible
c2c358e9dd15,Flooring,Flooring,19567,2026-03,"Paint living room walls and install mid-range laminate (150–250 sq ft) | Water damage from the washer. Need replacement flooring and wall painting, also some tiles need replacing",1700,2500,2100,,Within 1 month
ac107bbb4738,Cleaning,"Pressure washing (driveways, sidewalks, patios)",7052,2025-11,"Pressure wash driveway and walkway, 800 sq ft",144.73,289.46,217.09,211.99,Within 1 week
279eaa5879b9,HVAC,AC repair,30312,2025-07,"Fix frozen evaporator coil, check airflow and filter",117.21,273.5,195.35,170.95,Within 1 week
b96f5620fcbf,Appliance Repair,Appliance Repair,77027,2025-10,"Oven not reaching temp, replace ignitor",105.11,218.98,162.04,151.39,Within 2 weeks
25bbeb94bf57,Cleaning,Move-in / move-out cleaning,76117,2025-08,"Move-out clean, 2BR apartment, oven and fridge",187.48,328.08,257.78,211.02,Within 1 week
f9c20a138d37,Moving,Residential Moving,85032,2026-05,Move large safe from garage to 2nd floor,227.02,567.54,397.28,369.83,Flexible
67159986a69b,Landscaping,Leaf cleanup / yard debris removal,32907,2026-04,Remove sod and 3–5 small bushes; haul away | Remove sod and bushes from front lawn,850,1200,1025,,Within 1 month
0c4ac4431905,Handyman,Handyman,48150,2026-03,Load one piece of furniture from store into your vehicle | I’m buying a cabinet and the second hand store owner can’t help me load and I’m going to be alone with full size suv. The cabinet is 38 x 21 x 72”. It weighs about 170 pounds. I will have two furniture dollies. I need two hand to help me slide into suv.,40,90,65,,Within 1-2 weeks
097f274cf69e,Painting,House Painter,71291,2026-03,Medium deck/porch staining or painting (150–300 sq ft) | Floor needs painting wall ceiling maybe steps front and back and screendoor,500,1100,800,,Within 1-2 weeks
f26c02155dfc,Landscaping,Mulching,7076,2026-02,Spread 5 cubic yards of mulch in front beds,169.52,339.04,254.28,268.62,Within 1 month
895bd4a53771,Flooring,Flooring,33316,2026-03,Repair 10 sq ft of water-damaged laminate,149.69,299.38,224.53,209.86,Within 2 weeks
0a29216969e8,Appliance Repair,Appliance Repair,33511,2025-06,Diagnose washing machine not draining,110.8,230.84,170.82,181.19,Within 2 weeks
a416fca77880,Painting,Interior painting,10008,2026-03,Bedroom walls painting project | For project details and pictures.,250,450,350,,Within 1-2 weeks
a1a9a25355e5,Handyman,Door repair / installation,32601,2026-04,Replace interior door slab into good frame,150,300,225,,Within 1-2 weeks
bff039ee06ba,Landscaping,Lawn mowing / maintenance,76048,2026-04,Monthly weeding for whole yard beds (~200+ linear ft) | Weed flower beds,180,360,270,,Within 1-2 weeks
067eb10bda23,Handyman,Handyman,29566,2026-03,Install supplied toilet and faucet; replace hanging light; fix blind cabinet; replace 4 hinges | Add pull out to blind corner cabinet,450,850,650,,Within 1-2 weeks
103330f9cca6,Handyman,Furniture Assembly,10451,2026-03,Assembly of 2 delivered furniture pieces,100,160,130,,As soon as possible
313338607707,Painting,House Painter,33981,2026-03,Refinish 7–10 wrought-iron furniture pieces | re finish b lack wrought iron frames for furniture,700,1800,1250,,As soon as possible
63adeada6605,Handyman,Door repair / installation,6492,2026-05,Install supplied prehung exterior door | Repair misaligned door and install a new storm door.,400,900,650,,I'm flexible
ebafcf01f985,Handyman,Furniture Assembly,23669,2026-03,"Assembly of one standard flat-pack furniture item | Closet Armoire, 6 doors",80,120,100,,As soon as possible
bcd5b886c246,Pest Control,Seasonal program / recurring treatment,85008,2025-08,"Annual pest prevention, quarterly visits",272.33,544.67,408.5,334,Flexible
38b3642ecec1,HVAC,AC repair,92530,2026-03,"On-site AC diagnostic visit (5–10 year old unit, outdoor unit accessible) | Condenser",90,150,120,,Within 1-2 weeks
6468e2292180,Roofing,Roofing,8701,2026-04,"Caulk PVC roof vents and spray zinc on 4'x8"" galvanized chimney stack | One story ranch - basiy new roof just preventative maintenance.. seal 4 PVC vents at boot base and zinc spray galvanized stack. I have the materials and would like this done within 2-3 weeks",200,350,275,,Within 1 month
cc53fd82eb6b,Handyman,Handyman,21401,2026-03,Custom pull-out campervan bed build | I will send you photos but I have an existing pull out bed. But the wood platform is currently hinged. I would like it replaced with slats.,900,1800,1350,,As soon as possible
725e32f5b5c2,Moving,Residential Moving,7032,2025-10,Move large safe from garage to 2nd floor,199.32,498.3,348.81,290.59,Within 2 weeks
869561ecab75,Roofing,Gutter cleaning,33309,2025-10,"Clean gutters and downspouts, 2-story, 150 linear ft",88.62,177.24,132.93,123.81,Within 1 week
461463fb54c2,Plumbing,Plumbing,68104,2026-03,Secure/tie-off existing faucet connection,85,160,122.5,,As soon as possible
29c10fe6eae3,Landscaping,Garden bed design / planting,60617,2026-03,"Create one large garden bed and new edging around two trees | Large bed jas rubber edging that has come up, may need to be replaced",350,1500,925,,I'm flexible
e6ded773c1c2,Handyman,Door repair / installation,85747,2026-04,Front entry door gap repair (we supply parts) | There is a big gap along the side of the door an on the trash hold. Need both fixed.,250,500,375,265,As soon as possible
3be426e88ba6,Landscaping,Mulching,75154,2026-04,Install homeowner-supplied mulch and flowers under 200 sq ft | Hang a mirror and curtains,150,300,225,,As soon as possible
b5bf10f0b7d2,Handyman,Tv Mounting,97501,2026-03,"Mount 50–65"" TV on typical wall",175,350,262.5,,As soon as possible
002abd21b8e9,General Contractor,General Contractor,48307,2026-04,Replace 6–12 ft exterior fireplace wood framing with supplied materials | The wood was destroyed/chewed by raccoon at three different places. Need to replace.,2600,4800,3700,,Within 1-2 weeks
cc80e5682a1d,Plumbing,Drain cleaning / unclogging,56089,2026-03,Sewage backup and all drains clogged in double-wide mobile home | Emergency situation,500,2000,1250,,As soon as possible
7385e90f8a18,Roofing,Roofing,7081,2026-03,Medium roof patch several square feet | The wind blow some shingles. Needs repair,650,1300,975,,As soon as possible
1f4c90a452f1,Plumbing,Leak repair,48413,2026-05,Repair a leaking single faucet (parts supplied) | Outdoor faucet leaking,150,320,235,,As soon as possible
f78b07004e55,Appliance Repair,Appliance Repair,77042,2026-02,"Install over-the-range microwave, vent existing",162.55,325.11,243.83,254.93,Flexible
41cf091084d6,Painting,Interior painting,39426,2026-03,"Paint two rooms, touch-up doors, assemble 5–7 pieces, small repairs | Dining room painting, guest bedroom painting, 2 outside doors touched up and possibly front door painted.",650,1150,900,,As soon as possible
d604696d6ff7,HVAC,Seasonal tune-up / maintenance,46815,2026-03,Replace filters in two ceiling HVAC units | 2 ceiling units in small apartment need filters changed out and lightly cleaned around the unit. I will supply filters and cleaning supplies but will need to bring ladder. Must be ok with taking shoes off upon entering and washing hands before putting in new filter. I am kind of anal about things due to allergies.,80,140,110,,As soon as possible
16251c20d0ef,Landscaping,Lawn mowing / maintenance,93065,2026-04,Mow small lawn under 1/8 acre with edging and blow-off | Cut the lawn,50,75,62.5,,As soon as possible
9e3185c10091,Painting,Interior painting,73013,2026-03,"Paint living room ceiling and walls, 300–500 sq ft, homeowner supplies paint",650,1050,850,,I'm flexible
0d9fb18c9aa3,Painting,House Painter,46902,2026-03,Medium deck or porch staining or exterior painting | Sealer with a tent,600,1200,900,,I'm flexible
023bb9717cad,Handyman,Handyman,46360,2026-03,"Install two pre-hung doors, mount shelves, attach couch legs | Would like the repairs to be completed asap",260,560,410,,As soon as possible
38cb8e3d07ad,Landscaping,Tree trimming / removal,85048,2025-08,"Remove dead 40-ft pine, stump grind, haul",746.04,1678.58,1212.31,1192.13,Flexible
7b721c50ff02,Handyman,General repairs,48042,2026-03,Onsite sauna inspection for medium (3–4 person) sauna | Current boards have come unglued and bubbling up.,150,300,225,,As soon as possible
98ee81c41d70,Electrical,Light fixture installation,46703,2026-03,Replace 4 closet tube lights with simple standard fixtures,420,760,590,,I'm flexible
08954bc816e5,Pest Control,Rodents (mice / rats),7070,2025-10,"Mouse exclusion and trapping, seal garage entry points",229.26,458.52,343.89,320.87,Flexible
7f0d36d4dede,HVAC,Air Duct Cleaning,32207,2026-01,"Full duct cleaning, 8-vent single story home",246.15,492.29,369.22,347.3,
48fb307e0ee9,Handyman,Handyman,60827,2026-03,Install 2 supplied window screens; rake leaves; clean gutters | No additional details,150,300,225,,As soon as possible
fba075b9d90e,Handyman,Drywall repair / patching,22309,2026-04,Repair cracked/peeling drywall (small area) | I'm looking for an on handyman,120,180,150,,I'm flexible
42f168c63b8d,Plumbing,Toilet repair / installation,48062,2026-03,Running toilet repair with homeowner-supplied parts | Need my current toilet replace. I already purchase new one,120,180,150,,I'm flexible
0efb4e0fb40a,Handyman,Deck repair,6513,2026-04,Replace 3–4 rotten front step treads with recommended materials,700,1400,1050,,Within 1 month
0c957eac7ed9,Plumbing,Toilet repair / installation,37217,2026-05,Replace toilet flapper on 1-piece toilet,90,180,135,,Within 1-2 weeks
b902936750d5,Handyman,Handyman,30083,2026-03,"Residential window repair (single window) | 1 -Toilet leak, 15-door knobs change, 2-door instalation",120,650,385,,As soon as possible
24ffe36e5b0b,HVAC,Heating installation / replacement,32701,2026-02,Install 80k BTU gas furnace,2325.23,4185.42,3255.32,3661.46,Within 2 weeks
cd4dc3be2592,Electrical,Ceiling fan installation,32333,2026-03,Install two homeowner‑supplied ceiling fans,200,420,310,,As soon as possible
30afd706f8e0,Exterior,Paving,15136,2026-05,"Replace one concrete sidewalk pad ~40×34×4 inches, all materials and labor supplied | Already stated the project.",350,650,500,,Within 1-2 weeks
5c0093474e04,HVAC,Seasonal tune-up / maintenance,30312,2025-09,Pre-winter furnace inspection and filter change,77.63,145.55,111.59,89.9,Flexible
709de818a575,Remodeling,Remodeling,89523,2026-04,"Trim 0.5"" off full-slab granite countertop to fit stovetop | Lowes is installing gas stovetop once opening is enlarged to fit replacement stove top",200,400,300,,Within 1-2 weeks
06b9fe7fa146,Remodeling,Remodeling,28467,2026-03,Home modifications and upgrades (general) | I need a permanent roof built over my existing patio must match my house with gable and shingles,500,7500,4000,,I'm flexible
4fe7e6f1705d,Flooring,Flooring,72801,2026-04,Install supplied vinyl plank flooring in 100–200 sq ft kitchen | Replace damaged planks in front of stove.,600,900,750,411.44,I'm flexible
ef60277e7dff,Handyman,Handyman,28278,2026-05,Re-secure one loose gutter end at ZIP 28278,80,220,150,,Within 1-2 weeks
4315201c26dc,Handyman,Handyman,76502,2026-03,Re-secure loose wooden bed rail using supplied hardware | Wooden bed has rail that has come loose. I can’t lift it by myself need help,65,150,107.5,,As soon as possible
81ef440003f4,Landscaping,Smart controller / timer install,32569,2026-04,"Diagnostic, repair or replace Rain Bird timer with basic controller supplied | I need an electric Rain Bird sprinkler system timer repair or replaced",225,550,387.5,,As soon as possible
0364c0e99a36,Handyman,Handyman,33063,2026-05,"Reconnect jalousie linkages, replace 2 toilet tank kits, replace faucet cartridge | I need my jalousie linkages reconnected, replace 2 toilet tank kits; and replace kitchen faucet cartridge/seals",350,900,625,,Within 1-2 weeks
f580428217dc,Electrical,Electrician,31210,2026-03,Replace 4–6 switches plus 4–6 vents and fans,500,2000,1250,,I'm flexible
8a1a476bf28e,Landscaping,Lawn mowing / maintenance,95603,2026-05,Onsite inspection plus hand-weeding 0.25–0.5 acre pasture | My pasture is out of control if some can give a quote even if I got the worst area done,300,560,430,,Within 1 month
f443a4be8be4,Handyman,Handyman,85365,2026-04,We supply and install washer/dryer combo and haul listed items | I have the instillation kit that can with the washer and dryer but Lowe’s 3rd party installer refused to install because the kit didn’t include new hoses.,800,1400,1100,,As soon as possible
575247f7b834,General Contractor,General Contractor,33176,2026-04,"Kitchen: remove/install small tile backsplash, install 5+ light fixtures, paint",2400,3400,2900,,As soon as possible
da4da809fe2b,Handyman,Handyman,76123,2026-03,Hang one interior door with provider-supplied door,240,420,330,,As soon as possible
0193d52e5b14,Plumbing,Faucet / fixture installation,27707,2026-04,Replace two supplied showerheads (ZIP 27707),120,220,170,165,As soon as possible
f27a6c4a43c8,Remodeling,Remodeling,75159,2026-04,"Framed partition, drywall, finish, and supply/install 36"" door | as soon as you walk into the front door there is a flex room, needs to be closed off with door or framed out and door put on",2200,4200,3200,,I'm flexible
2bc164b383ec,Handyman,Handyman,27513,2026-03,Tighten 2 cabinet hinges; rescreen hinged patio door; diagnose low-pressure sink,260,720,490,,As soon as possible
93bad48c1cec,Exterior,Deck / fence cleaning and staining,33897,2026-03,Medium deck or fence staining/painting (150–350 sq ft) | We need the deck and 2 platforms pressure washed sanded restained ad sealed,450,1200,825,,As soon as possible
d74c216d2abf,Electrical,Light fixture installation,77469,2026-04,Diagnose and repair one flickering interior light fixture,120,240,180,,Within 1-2 weeks
8e54c1a1f0c1,Plumbing,Faucet / fixture installation,85365,2026-03,Install supplied kitchen faucet (standard drop-in or single-hole),120,220,170,,As soon as possible
1d87b9e88ee8,Electrical,Outlet / switch installation,48021,2026-05,Install one new interior standard electrical outlet (we supply parts) | Two kitchen reset not working and a wall switch is broken and light in kitchen not working,170,340,255,,I'm flexible
7e497af4e7da,Roofing,Roofing,33060,2025-08,"Full roof replacement 1500 sq ft ranch, asphalt shingles",4785.24,8613.43,6699.34,7016.18,Within 1 week
479ef404e9ca,Plumbing,Drain cleaning / unclogging,15301,2026-03,Clear clogs in bathtub and two sinks (easily reachable),200,450,325,,As soon as possible
b5d1f1b6d16f,Moving,Residential Moving,10029,2026-01,"Studio apartment move, same building different floor",158.18,316.35,237.27,230.42,Within 1 week
be180d34dddf,Roofing,Roofing,43613,2026-03,Reinstall 10 aluminum soffit panels supplied by homeowner | 2nd story overhang.,200,450,325,,Within 1-2 weeks
eb982d2b777a,Flooring,Flooring,48191,2026-04,Install ceramic floor tile in a 5x5 bathroom | You need to tear up the old tile put up baseboard take the toilet off,300,650,475,,As soon as possible
221da9692579,Appliance Repair,Appliance Repair,7013,2025-06,Fix dishwasher leaking from door seal,96.16,192.31,144.24,155.04,Flexible
1f117ea9f26c,Appliance Repair,Appliance Repair,32127,2025-08,"Repair fridge not cooling, check compressor",136.73,319.05,227.89,271.93,Within 1 week
e1d07bb09232,Pest Control,"Wildlife removal (raccoons, squirrels, etc.)",53216,2026-03,Squirrel removal and attic exclusion | Squirrel holds outside the top of the house,350,900,625,,As soon as possible
a59be0418c6d,Electrical,Electrician,63136,2026-03,Replace a standard electrical outlet | I have 2 prong outlets and would like to get gcfi outlets,75,200,137.5,,I'm flexible
7e69b13d445e,Remodeling,Remodeling,29201,2026-03,Screen porch and outdoor ceiling fan installation | 1. Fan installation outside on front porch. Wire for fan exist. 2. Screened in porch . Need screen installed,300,1200,750,,I'm flexible
cdf127f8110c,Landscaping,Lawn mowing / maintenance,7108,2025-07,One-time mow of overgrown 1/3 acre lot,109.32,218.63,163.97,189.35,Within 1 month
bb9d66043f7c,Plumbing,Toilet repair / installation,32824,2026-04,Install homeowner-supplied toilet and flange | Just need a quote,250,450,350,,As soon as possible
fdba2719a972,Painting,House Painter,40965,2026-03,Repair/replace and paint all interior/exterior trim areas | Need outside corner trim replace. New trim add on existing porch and deck.,600,1500,1050,,As soon as possible
ba0c479ffa28,Handyman,Handyman,34797,2026-03,1–2 ft drywall patch with minor carpentry finish,180,420,300,,As soon as possible
67bf76baa415,Painting,Interior painting,11222,2026-04,Bedroom walls painting project | Looking to Fix minor holes in the whale (From prior art hanging) and paint a 12 x 12 bedroom.,250,450,350,,I'm flexible
225e15bcc17f,Painting,Interior painting,33578,2026-04,"Paint walls, trim, and doors in 4–5 interior rooms",1900,3200,2550,,As soon as possible
e37d4b8af9e7,Handyman,Door repair / installation,33947,2026-03,Adjust/replace door hardware using homeowner-supplied hardware | We need new rollers on three pocket doos,75,200,137.5,,As soon as possible
7f5951d4c711,Landscaping,Tree trimming / removal,7079,2025-09,"Remove dead 40-ft pine, stump grind, haul",884.33,1989.74,1437.04,1498.83,Within 2 weeks
0fbc82708360,Pest Control,Rodents (mice / rats),33155,2025-06,"Rat removal and attic cleanup, bait stations",320.18,640.36,480.27,530.42,Within 1 week
213f367b1af0,Handyman,Door repair / installation,21223,2026-03,Install homeowner-supplied interior door slab and hardware | Three interior doors to ne replaced with self closing hinges,250,450,350,,As soon as possible
bd7997353a3a,Appliance Repair,Appliance Repair,92870,2026-03,Kenmore refrigerator leak from stuck water filter; includes supply and install | Take out the old filter. Replace the new one. Connect the water supply. To be sure no leaking occurs,150,300,225,,I'm flexible
cacbfe2218b2,Electrical,Light fixture installation,76063,2026-04,Install supplied interior lights and hardwired exterior floods | That’s it!,480,760,620,,As soon as possible
1b070f32e667,Handyman,Handyman,64156,2026-04,"Replace 3–5 window screens, furniture repair, repair faucet and toilet | ASAP.",550,1200,875,,As soon as possible
9151e5d13d55,Moving,Residential Moving,75150,2025-12,"Studio apartment move, same building different floor",133.75,267.5,200.62,179.29,Within 1 month
c3f2b5c9a97f,Moving,Residential Moving,60640,2026-04,Move large safe from garage to 2nd floor,186.27,465.66,325.97,381.27,Within 1 month
5393f44a4c0c,Landscaping,Seeding / overseeding,28303,2026-03,"Seed lawn ground preparation for 500–1,000 sq ft | I will be placing ground cover and grass",450,800,625,,Within 1-2 weeks
322d1ee172dc,Handyman,Door repair / installation,27529,2026-03,Repair split or cracked door trim at one doorway,120,350,235,,As soon as possible
ed12ac689968,Pest Control,Ants,33411,2025-10,"Ant colony treatment, interior bait and exterior barrier",93.29,186.57,139.93,152.48,Within 1 month
4d01a3dbd011,Handyman,Tv Mounting,48532,2026-04,"Mounting an over 75"" TV on drywall with wood studs | I need my existing tv uninstall, and reinstall at my new address",450,900,675,,As soon as possible
dac8af8ab319,Handyman,Handyman,32808,2026-03,Repair <10 ft wooden fence with several posts replaced,350,900,625,,I'm flexible
6e229d195594,Cleaning,Deep cleaning,75240,2026-05,"Spring deep clean, 4BR/3BA, baseboards and blinds",263.12,473.62,368.37,374.34,Within 1 month
c19edfa3f6a2,Cleaning,"Soft washing (siding, roofs, stucco)",75150,2025-07,"Soft wash roof and gutters, single story",218.4,436.8,327.6,357.14,Within 1 week
d30b6ecd5d6e,Pest Control,Rodents (mice / rats),7410,2025-06,"Rat removal and attic cleanup, bait stations",318.35,636.7,477.53,387.41,Within 1 week
6058ce19ef73,Flooring,Flooring,61955,2026-04,"Repair subfloor and install supplied vinyl planks in medium bathroom | Evidently, wax ring on toilet deteriorated or fitting slipped. Did not notice until carpet in bathroom was saturated with water and would not dry. Upon examination, found particle board floor was starting to give way around front of toilet. So part of present floor would have to cut out and replaced. Instead of carpet going back in, we want to have waterproof vinyl planking installed. Really need to have this done as soon as possible.",700,1200,950,,Within 1-2 weeks
ddf87428c63d,Handyman,Tile repair,92223,2026-05,Replace tile stair nosing on full 13+ step staircase | Nosing on stairs is lifting,900,1800,1350,,Within 1-2 weeks
6cbb65e4607f,Flooring,Flooring,32327,2026-04,Diagnostic visit for squeaky glue-down hardwood via crawlspace | Inspect hardwood floors and provide estimate to repair,250,350,300,,I'm flexible
9e558a7dc777,Handyman,Picture / mirror hanging,32713,2026-04,Hang artwork on 15–18 ft high wall; we supply hardware | Please move two existing paintings up a few inches and add two more light framed artwork to the same wall,220,500,360,,As soon as possible
dcd6b4f7cc05,Exterior,Deck / fence cleaning and staining,21215,2026-04,Staining/painting small deck (≤100 sq ft) in good condition | Needs painting white,400,650,525,,As soon as possible
f1d3942db084,Moving,Residential Moving,7017,2026-05,"Load and unload 16-ft rental truck, local",263.28,526.56,394.92,387.09,
643cd2e0dc27,Cleaning,Window washing (exterior),32225,2025-09,"Exterior window wash, 2-story, 20 windows",219.92,439.84,329.88,376.04,Flexible
ffd57a1da62c,Landscaping,Mulching,77027,2026-04,Spread 5 cubic yards of mulch in front beds,152.72,305.44,229.08,259.38,Flexible
71c23d9658cc,Handyman,Furniture Assembly,39503,2026-03,Assemble 3–5 household furniture items (hardware supplied),150,320,235,,Within 1-2 weeks
419487a66d85,Electrical,Electrician,43613,2026-03,Minor electrical repairs or small installs | Install electric plugs,100,350,225,,As soon as possible
303a4d32b748,HVAC,AC repair,85040,2025-10,"Diagnose AC not cooling, recharge refrigerant",154.45,411.87,283.16,281.4,Within 2 weeks
bccc187b9613,Plumbing,Plumbing,95354,2026-03,Repair-only bathroom faucet service,120,250,185,,As soon as possible
f86cb6f7591d,Handyman,Door repair / installation,19131,2026-03,Repair one door jamb or frame,150,350,250,,As soon as possible
f22dcf4d1dd4,Pest Control,Termites,32225,2025-09,"Full perimeter liquid termite treatment, 1800 sq ft slab",853.9,1601.06,1227.48,1378.85,Within 1 month
1fda00bb3e47,Electrical,Light fixture installation,23661,2026-03,Install exhaust fan replacing existing bathroom ceiling light | Still need a light fixture if the vent goes where the present light is. The vent needs the moisture taken outside the house,450,1200,825,,As soon as possible
8e0c3b8faa09,Pest Control,Rodents (mice / rats),32578,2025-10,"Rat removal and attic cleanup, bait stations",327.35,654.7,491.03,414.29,Within 1 week
d886a46e106f,Painting,Interior painting,10921,2026-04,Patch two ceiling holes and paint all first-floor ceilings,450,900,675,,Within 1-2 weeks
802e31135377,Painting,Interior painting,46409,2026-05,"Medium living room walls painting | I need my living room walls painted, also the ceiling. I also have 2 small holes in my cieling that needs to be patched before painted. And a hallway 8- 10 ft in length. I will also be providing all paint for the job, plus any other materials needed for the job. Thank you Mario Harris",400,700,550,,I'm flexible
8fb95456f71e,Handyman,Handyman,60419,2026-03,Install supplied light bulb and screen-door latch | Install light bulb and put latch on screen door,60,100,80,,I'm flexible
a31b00d9c6a5,Landscaping,Lawn mowing / maintenance,28150,2026-04,"Mow small residential lawn under 1/4 acre, moderate clippings/weeds | I need my grass cut",45,75,60,,I'm flexible
4eef6101e21b,Plumbing,Garbage disposal install / repair,8009,2026-04,Install supplied garbage disposal on switched outlet under sink,150,250,200,,As soon as possible
9b65c00f518f,Cleaning,"Soft washing (siding, roofs, stucco)",76034,2026-03,"Soft wash roof and gutters, single story",270.32,540.63,405.48,437.25,Flexible
69769ab78b2e,Handyman,Handyman,47240,2026-03,"Replace 2 bathroom vanities and toilets; install wallpaper, 3 fans, 3 fixtures, rods | We just built our home but it was builder's choice on the interior. We're replacing to make it our own tastes.",5200,7600,6400,,I'm flexible
e8728d690d15,Landscaping,Garden bed design / planting,33434,2026-02,Plant 12 shrubs and perennials in front beds,264.66,529.31,396.99,438.84,Within 2 weeks
ae600b4ed00a,Handyman,Furniture Assembly,28906,2026-04,Assemble small 6'x6' greenhouse kit | Polycarbonate windows with metal frame including instructions,350,700,525,,As soon as possible
934b7e8be96b,Painting,House Painter,75048,2026-03,Refinish/paint 31–40 cabinet doors and drawers | Hardware needs to be replaced.,1500,3200,2350,,I'm flexible
dd9aeb023009,Electrical,Outlet / switch installation,19808,2026-04,Replace or install a GFCI outlet | In the bathroom,140,280,210,,Within 1-2 weeks
4cf826dd75e4,Handyman,Handyman,70601,2026-03,"Install one supplied 48–72"" curtain rod on standard drywall | Curtain rod installed",50,90,70,,As soon as possible
